,553a750d559cd90621c77c56,553a7558559cd906ea262c5a,553e6973559cd97972c65eaa,553e69b1559cd9793aa857d1,553e69ee559cd9793641f33b,553e6a46559cd97a33880eb9,553e6a89559cd9796bae8c65,553e6aac559cd97934279315,554257f3559cd9047104557c,55425837559cd905340edad9,554258e6559cd904a7f85a37,5542592f559cd90516d7131a,55425974559cd9045a0138aa,554259a4559cd9045d2152ec,5548ecf4559cd9049a57a45c,5548ed8b559cd90499ed1602,5548edae559cd90496f20e5f,5548ee38559cd9049a57aa88,5548ee5e559cd90496f215ee,5548ee75559cd90496f21703,554a423b559cd905ec09020a,554a4279559cd905eade91b7,554a428c559cd905e9460e1e,554a42a0559cd905eade9285,554a42c2559cd905e9460f82,554a42e3559cd905e94610c1,554a4450559cd905ec0907f8,554b92408141ad0509b9db40,554b92988141ad050e69ea91,554b92b98141ad0507e7e92c,554b92e18141ad05527edc95,554b93018141ad0509b9dc7f,554b93258141ad05527eddb3,554d19038141ad0508595e37,554d19638141ad0507e8bc76,554d19908141ad0509bab447,554d19fa8141ad0535f37050,555227c6f81f5706649ebb57,55522877f81f5706696e9045,555228bef81f57066a70192b,5552291bf81f570668c4486c,55522988f81f570666725277,55522a0cf81f57066cdae4b8,55524cd1f81f57066bbd71ec,55524d30f81f57066a71093a,55524d5cf81f570665faf7fd,55524dadf81f57066bbd73e0,55524dd5f81f5706635ec1db
0,,,,,,,,,0.63115525478,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.694041982424,0.700019950081,0.591365581163,,,,,,,,,,,,,,,
1,,,,,,,,,0.63115525478,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.69877515652,0.591365581163,,,,,,,,,,,,,,,
2,,,,,,,,,0.63115525478,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697263690781,0.591365581163,,,,,,,,,,,,,,,
3,,,,,,,,,0.63115525478,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697511713161,0.591365581163,,,,,,,,,,,,,,,
4,,,,,,,,,0.63115525478,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697529746499,0.591365581163,,,,,,,,,,,,,,,
5,,,,,,,,,0.63115525478,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697529746499,0.591365581163,,,,,,,,,,,,,,,
6,,,,,,,,,0.62832079814,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697529746499,0.610217935659,,,,,,,,,,,,,,,
7,,,,,,,,,0.62832079814,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697529746499,0.636456259886,,,,,,,,,,,,,,,
8,,,,,,,,,0.62832079814,0.586408686078,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697529746499,0.636456259886,,,,,,,,,,,,,,,
9,,,,,,,,,0.62832079814,0.759869866579,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697585623746,0.636456259886,,,,,,,,,,,,,,,
10,,,,,,,,,0.628052011612,0.759869866579,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
11,,,,,,,,,0.62859985746,0.759869866579,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
12,,,,,,,,,0.627540830194,0.759869866579,0.555303103728,0.709206719404,0.604161607252,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
13,,,,,,,,,0.626828368227,0.759869866579,0.555303103728,0.709206719404,0.599713032772,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
14,,,,,,,,,0.624969836132,0.704146186963,0.555303103728,0.709206719404,0.599736124089,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
15,,,,,,,,,0.623562126129,0.704146186963,0.555303103728,0.709206719404,0.599736124089,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
16,,,,,,,,,0.623562126129,0.704146186963,0.555303103728,0.709206719404,0.599736124089,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
17,,,,,,,,,0.623562126129,0.617265101914,0.555303103728,0.709206719404,0.595606572032,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
18,,,,,,,,,0.623562126129,0.617265101914,0.555303103728,0.709206719404,0.59387533835,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
19,,,,,,,,,0.623562126129,0.617265101914,0.555303103728,0.709206719404,0.593284239394,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
20,,,,,,,,,0.623562126129,0.529505039804,0.555303103728,0.709206719404,0.593284239394,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
21,,,,,,,,,0.623562126129,0.526798780497,0.555303103728,0.709206719404,0.593284239394,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697476536353,0.636456259886,,,,,,,,,,,,,,,
22,,,,,,,,,0.623562126129,0.526798780497,0.555303103728,0.709206719404,0.593284239394,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.697339869558,0.636456259886,,,,,,,,,,,,,,,
23,,,,,,,,,0.623562126129,0.514266074771,0.555303103728,0.709206719404,0.592838783616,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.691229939766,0.636436081651,,,,,,,,,,,,,,,
24,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.587257236235,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.691229939766,0.626866412958,,,,,,,,,,,,,,,
25,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.690668337536,0.626866412958,,,,,,,,,,,,,,,
26,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.67913906308,0.626866412958,,,,,,,,,,,,,,,
27,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.679998312612,0.626866412958,,,,,,,,,,,,,,,
28,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.679998312612,0.626866412958,,,,,,,,,,,,,,,
29,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.679998312612,0.626866412958,,,,,,,,,,,,,,,
30,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
31,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
32,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
33,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
34,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
35,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
36,,,,,,,,,0.623562126129,0.518037674643,0.555303103728,0.709206719404,0.578937544622,,,,,,,,,,,,,,,0.573635801672,0.782484050195,0.381942396014,0.693950361389,0.670390359103,0.61614744732,,,,,,,,,,,,,,,
